gene,EN_Rest,HC_Rest,NL_Rest,PE_Rest,EN_Stim8hr,HC_Stim8hr,NL_Stim8hr,PE_Stim8hr,EN_Stim48hr,HC_Stim48hr,NL_Stim48hr,PE_Stim48hr,ncell_min,umap_x,umap_y,leiden,drug_target_status,approved_drugs,pharos_tdl,tractability_modality,immune_disease_assoc,depmap_essentiality,gnomad_loeuf,function,pathway_family,protein_class_family,nearest_string_neighbors,is_deep_subset
GALNT10,7.515707015991211,0.6107276678085327,0.5470179319381714,0.530058741569519,7.169425010681152,0.5108670592308044,1.037028193473816,0.9159321784973145,7.8550543785095215,0.7915390133857727,0.6321737170219421,0.6615582704544067,50,5.4707723,1.2781116,1,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; antibody; small_molecule,ulcerative colitis(0.266),not_common_essential; mean_geneEffect=0.002,LOEUF=0.684; pLI=0.0028,"Catalyzes the initial reaction in O-linked oligosaccharide biosynthesis, the transfer of an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor.",Metabolism of proteins,Nucleotide-diphospho-sugar transferases; Ricin B-like lectins,GCNT1(0.932); B3GNT6(0.92); ST6GALNAC1(0.917); C1GALT1(0.794); C1GALT1C1(0.772),True
GALNT2,6.883424758911133,0.7626001834869385,0.883365273475647,0.6861042380332947,7.50544548034668,0.8080807328224182,0.6815135478973389,0.7082551121711731,7.391985893249512,0.5094138383865356,0.6593344807624817,0.6556915640830994,80,8.746655,4.2359962,0,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.049,LOEUF=0.516; pLI=0.8903,"Catalyzes the initial reaction in O-linked oligosaccharide biosynthesis, the transfer of an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor.",Metabolism of proteins; Vesicle-mediated transport,Nucleotide-diphospho-sugar transferases; Ricin B-like lectins,GCNT1(0.943); ST6GALNAC1(0.939); B3GNT6(0.937); C1GALT1(0.907); C1GALT1C1(0.845),True
GALNT6,7.316508769989014,0.5586572885513306,0.5610790252685547,0.4079378843307495,7.58739709854126,0.7242902517318726,0.5395468473434448,0.4396555721759796,7.3904242515563965,0.5436993837356567,0.3943489789962768,0.3317598402500152,45,12.182011,7.690573,3,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.071,LOEUF=1.025; pLI=0.0,"Catalyzes the initial reaction in O-linked oligosaccharide biosynthesis, the transfer of an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor .",Metabolism of proteins,Nucleotide-diphospho-sugar transferases; Ricin B-like lectins,GCNT1(0.952); ST6GALNAC1(0.95); B3GNT6(0.94); C1GALT1(0.904); B4GALNT1(0.847),False
GALT,6.576499938964844,0.4565885663032532,0.6658166646957397,0.6111498475074768,7.88580846786499,0.8566275835037231,0.7571823000907898,0.756549596786499,7.677637577056885,0.6500663757324219,0.991570770740509,0.7810665965080261,100,7.53914,3.56562,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,juvenile amyotrophic lateral sclerosis(0.53); asthma(0.083),not_common_essential; mean_geneEffect=-0.023,LOEUF=0.936; pLI=0.0,Plays an important role in galactose metabolism.,Disease; Metabolism,"Galactose-1-phosphate uridyl transferase, class I",GALE(0.999); GALK1(0.999); UGP2(0.986); GALK2(0.964); GALM(0.937),False
GAMT,7.839264392852783,0.8150335550308228,0.6784127950668335,0.7782118320465088,6.42183780670166,0.2983943223953247,1.0963183641433716,0.9081299304962158,7.95500373840332,0.9141762256622314,1.0236737728118896,0.7618546485900879,54,5.7701025,1.8930748,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.091,LOEUF=1.537; pLI=0.0,"Converts guanidinoacetate to creatine, using S-adenosylmethionine as the methyl donor .",Gene expression (Transcription); Metabolism,Guanidinoacetate N-methyltransferase; RMT2/GAMT Methyltransferase,GATM(0.997); CKMT1B(0.963); CKMT2(0.956); CKM(0.945); SLC6A8(0.945),False
GAPVD1,7.674694538116455,0.8201795816421509,0.5066994428634644,0.7744919657707214,7.98972749710083,0.9883487820625304,0.7703135013580322,0.6860209703445435,7.574313163757324,0.6511014103889465,0.5951406955718994,0.7081617712974548,66,8.096789,5.748697,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.061,LOEUF=0.34; pLI=1.0,"Acts both as a GTPase-activating protein (GAP) and a guanine nucleotide exchange factor (GEF), and participates in various processes such as endocytosis, insulin receptor internalization or LC2A4/GLUT4 trafficking.",Vesicle-mediated transport,Vacuolar protein sorting-associated protein 9-like,RAB5A(0.946); ALS2(0.886); CSNK1E(0.849); CSNK1D(0.847); RAB31(0.81),False
GAREM1,7.906356334686279,0.9347919821739196,0.6557957530021667,0.7616531848907471,7.938071250915527,0.9418933391571044,0.4864537715911865,0.642192542552948,7.212326526641846,0.510259747505188,0.97793447971344,0.9372925162315368,90,7.2369804,5.5994415,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,osteoarthritis(0.3),not_common_essential; mean_geneEffect=-0.02,LOEUF=0.507; pLI=0.9479,[Isoform 1]: Acts as an adapter protein that plays a role in intracellular signaling cascades triggered either by the cell surface activated epidermal growth factor receptor and/or cytoplasmic protein tyrosine kinases.,NOT_FOUND,GRB2-associated and regulator of MAPK,GRB2(0.975); SHC1(0.815); ARHGEF5(0.693); YWHAE(0.651); GAREM2(0.637),False
GAS6,6.963332653045654,0.9427440166473388,0.7325323820114136,0.5453405976295471,6.872892379760742,0.4318612217903137,0.9985322952270508,0.8838872313499451,7.302508354187012,0.4999664425849914,0.691027820110321,0.6961937546730042,49,5.7495418,1.1665844,1,clinical_target,CANDIDATES: BATIRAXCEPT[P3],Tbio,PROTAC_degrader; antibody; other,NOT_FOUND,not_common_essential; mean_geneEffect=-0.084,LOEUF=0.788; pLI=0.0,"Ligand for tyrosine-protein kinase receptors AXL, TYRO3 and MER whose signaling is implicated in cell growth and survival, cell adhesion and cell migration.",Disease; Hemostasis; Metabolism of proteins,Growth Arrest-Specific/Sex Hormone-Binding/Vitamin K-Dependent,AXL(0.999); MERTK(0.999); TYRO3(0.999); MFGE8(0.933); NTRK1(0.898),True
GAS7,7.023392677307129,0.8938589096069336,0.6271477937698364,0.5788137912750244,7.672599792480469,0.7766372561454773,0.7293921709060669,0.7020557522773743,7.269314289093018,0.6254853010177612,0.6624900102615356,0.7066382169723511,63,8.476038,5.5171056,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,B-cell acute lymphoblastic leukemia(0.279),not_common_essential; mean_geneEffect=-0.056,LOEUF=0.674; pLI=0.0237,May play a role in promoting maturation and morphological differentiation of cerebellar neurons.,NOT_FOUND,AH/BAR domain superfamily; SH3-like domain superfamily,TMCO1(0.748); LACTB(0.689); WAS(0.676); MLLT10(0.669); NCKIPSD(0.656),False
GAS8,6.269781112670898,0.4821168780326843,0.8390926122665405,0.7073471546173096,5.5146484375,0.4186652302742004,0.4543448090553283,0.7090808749198914,6.43103551864624,0.3096599578857422,0.6482535004615784,0.956912398338318,100,4.370404,5.5445957,5,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,androgenetic alopecia(0.154); eye inflammation(0.123),not_common_essential,LOEUF=1.413; pLI=0.0,"Component of the nexin-dynein regulatory complex (N-DRC), a key regulator of ciliary/flagellar motility which maintains the alignment and integrity of the distal axoneme and regulates microtubule sliding in motile axonemes.",Signal Transduction,Growth arrest-specific protein 8,CCDC65(0.933); DRC1(0.896); DNALI1(0.874); DRC7(0.849); SERPINE2(0.811),False
GATA5,6.474658966064453,0.5096406936645508,0.5807799100875854,0.5503553748130798,7.925422668457031,0.943509876728058,0.515407919883728,0.4765128791332245,6.572225093841553,0.5243691802024841,0.5898482799530029,0.6728636026382446,66,10.227501,5.5576463,6,no_known_drug,NOT_FOUND,Tbio,NOT_FOUND,NOT_FOUND,not_common_essential; mean_geneEffect=-0.031,LOEUF=1.63; pLI=0.0,Transcription factor required during cardiovascular development .,Hemostasis,Transcription factor GATA-4/5/6; Transcription factor GATA,NKX2-5(0.879); LCT(0.818); ZFPM2(0.815); TBX20(0.767); HNF1A(0.731),False
GATAD2B,5.813276290893555,0.5214297771453857,0.7115721106529236,0.5625882744789124,7.233573913574219,0.7266013026237488,0.7607962489128113,0.6284434795379639,7.127651691436768,0.5479364395141602,0.6810665130615234,0.653881311416626,33,9.566415,3.1402087,4,NOT_FOUND,NOT_FOUND,Tbio,NOT_FOUND,NOT_FOUND,NOT_FOUND,LOEUF=0.236; pLI=1.0,Transcriptional repressor .,NOT_FOUND,Transcriptional repressor p66,RBBP7(0.999); RBBP4(0.999); HDAC1(0.999); CHD4(0.998); MTA2(0.998),False
GBE1,6.5702056884765625,0.4607070088386535,0.8885236978530884,0.7426038980484009,7.846386909484863,0.880983829498291,0.7724186182022095,0.7845985889434814,7.262351512908936,0.4915362596511841,0.2859427332878113,0.420505940914154,78,10.909584,3.1365905,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.01,LOEUF=1.213; pLI=0.0,Glycogen-branching enzyme participates in the glycogen biosynthetic process along with glycogenin and glycogen synthase.,Disease; Metabolism,"1,4-alpha-glucan-branching enzyme",GYS1(0.999); PYGL(0.998); PYGM(0.998); PYGB(0.997); GYS2(0.996),False
GBP1,7.848072528839111,0.8309734463691711,0.5371211767196655,0.612666666507721,7.804935932159424,0.7932512760162354,0.6795753836631775,0.72812819480896,7.751956939697266,0.7295301556587219,0.3496222496032715,0.3538708686828613,63,11.314445,6.4094267,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.053,LOEUF=1.12; pLI=0.0,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens .",Disease; Immune System,"Guanylate-binding protein, C-terminal domain superfamily; P-loop containing nucleoside triphosphate hydrolase",STAT1(0.969); GBP2(0.967); GBP3(0.936); GBP5(0.908); GBP4(0.905),False
GBP2,6.894107341766357,0.8147523999214172,0.8719121813774109,0.6295233964920044,7.213233947753906,0.4556065201759338,0.9026343822479248,0.7468401193618774,7.840217113494873,0.7801842093467712,0.7633575201034546,0.7592637538909912,72,7.4283924,4.2467604,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.034,LOEUF=1.077; pLI=0.0,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens .",Disease; Immune System,"Guanylate-binding protein, C-terminal domain superfamily; P-loop containing nucleoside triphosphate hydrolase",GBP1(0.967); GBP5(0.965); GBP3(0.936); STAT1(0.881); GBP4(0.853),False
GBP3,7.466644287109375,0.7312180995941162,0.945116639137268,0.788442850112915,7.422625064849853,0.7556607127189636,0.7771039605140686,0.6543251276016235,6.859819412231445,0.3069563508033752,0.6401451826095581,0.8115726709365845,100,8.131559,3.9856799,5,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=-0.082,LOEUF=1.094; pLI=0.0,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens .",Disease; Immune System,"Guanylate-binding protein, C-terminal domain superfamily; P-loop containing nucleoside triphosphate hydrolase",GBP2(0.936); GBP1(0.936); STAT1(0.753); RTP4(0.674); IFI44(0.651),False
GBP4,5.148940563201904,0.41485595703125,0.7391979694366455,0.657529354095459,7.87952995300293,0.85268235206604,0.5584165453910828,0.626012921333313,7.376271724700928,0.6815044283866882,0.2750716805458069,0.3326961100101471,100,12.641155,3.5252466,4,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.113,LOEUF=1.363; pLI=0.0,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens .",Disease; Immune System,"Guanylate-binding protein, C-terminal domain superfamily; P-loop containing nucleoside triphosphate hydrolase",GBP1(0.905); GBP5(0.853); STAT1(0.853); GBP2(0.853); CXCL10(0.776),False
GBP5,7.800081253051758,0.8441694378852844,0.4687284231185913,0.6570638418197632,7.958788394927979,0.9504608511924744,0.5294135808944702,0.8231375813484192,7.387660503387451,0.5438668727874756,0.3228676319122314,0.3876799941062927,77,11.328325,6.1818867,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,inflammatory bowel disease(0.095); colitis(0.074),not_common_essential; mean_geneEffect=-0.151,LOEUF=0.875; pLI=0.0,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens .",Immune System,"Guanylate-binding protein, C-terminal domain superfamily; P-loop containing nucleoside triphosphate hydrolase",GBP2(0.965); STAT1(0.934); GBP1(0.908); GBP4(0.853); BATF2(0.806),False
GBP7,7.039938449859619,0.4786749482154846,0.4339104890823364,0.7463195323944092,5.0787506103515625,0.2340598106384277,0.5977214574813843,0.6657155752182007,7.428450107574463,0.5735296010971069,0.3407837152481079,0.5531854629516602,53,10.729481,9.550952,8,no_known_drug,NOT_FOUND,Tbio,NOT_FOUND,systemic lupus erythematosus(0.015); rheumatoid arthritis(0.007),not_common_essential; mean_geneEffect=0.068,LOEUF=0.869; pLI=0.0,"Interferon (IFN)-inducible GTPase that plays important roles in innate immunity against a diverse range of bacterial, viral and protozoan pathogens .",Immune System,"Guanylate-binding protein, C-terminal domain superfamily; P-loop containing nucleoside triphosphate hydrolase",ATG4B(0.732); STAT1(0.657); ATL1(0.61); IFI44(0.538); NCF2(0.532),False
GCA,6.480645656585693,0.322368323802948,0.6519626379013062,0.6160104274749756,7.93657922744751,0.9568406343460084,0.5938616991043091,0.727751612663269,7.4127678871154785,0.6701192855834961,0.3447511196136474,0.4277707636356354,100,12.177152,4.2316895,4,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,psoriasis(0.218); psoriasis vulgaris(0.193),not_common_essential; mean_geneEffect=0.052,LOEUF=1.847; pLI=0.0435,Calcium-binding protein that may play a role in the adhesion of neutrophils to fibronectin.,Immune System,EF-hand domain pair,KCNH7(0.89); LCP1(0.842); MAGEA8(0.692); IFIH1(0.663); SULT1A1(0.641),False
GCAT,6.945304870605469,0.6180680394172668,0.6762814521789551,0.5720518231391907,7.599618911743164,0.6919676065444946,0.7706080675125122,0.6137297749519348,7.071981430053711,0.4692676067352295,0.792070746421814,0.6345270872116089,50,8.575708,4.243916,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,"osteoarthritis, hip(0.29); osteoarthritis(0.244); osteoarthritis, knee(0.168)",not_common_essential; mean_geneEffect=-0.083,LOEUF=1.045; pLI=0.0,"Pyridoxal phosphate (PLP) dependent enzyme, which catalyzes the cleavage of 2-amino-3-oxobutanoate to glycine and acetyl-CoA.",NOT_FOUND,2-amino-3-ketobutyrate coenzyme A ligase; 8-amino-7-oxononanoate synthase class-II,GALR3(0.9); ECSIT(0.711); AMT(0.704); SORD(0.702); H1-0(0.655),False
GCC1,7.483367919921875,0.5521214008331299,0.9414330124855042,0.6652541756629944,7.840686798095703,0.8486263751983643,0.6192706227302551,0.6839366555213928,7.333877563476563,0.6466772556304932,0.7366756796836853,0.7073298096656799,53,8.3283,3.8791587,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.01,LOEUF=0.724; pLI=0.0,Probably involved in maintaining Golgi structure.,Vesicle-mediated transport,Golgi-associated and autophagy-related protein,GOLGA4(0.958); TGOLN2(0.934); BYSL(0.933); AATF(0.926); ITSN1(0.913),False
GCC2,7.849006652832031,0.8743373155593872,0.7805567383766174,0.763166069984436,6.8345818519592285,0.5739641785621643,0.7413657903671265,0.6806739568710327,7.922881603240967,0.8702678084373474,0.5158132314682007,0.7469818592071533,100,9.281873,7.8374205,8,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,immunodeficiency disease(0.185); immune system disorder(0.185),not_common_essential; mean_geneEffect=0.023,LOEUF=0.627; pLI=0.0,Golgin which probably tethers transport vesicles to the trans-Golgi network (TGN) and regulates vesicular transport between the endosomes and the Golgi.,Disease; Vesicle-mediated transport,Microtubule and Golgi organization protein,RAB6A(0.999); STX16(0.978); RAB9A(0.976); STX10(0.966); GRIP1(0.959),False
GCDH,7.486795902252197,0.6255275011062622,0.5445638298988342,0.5060001611709595,4.485848426818848,0.5230832099914551,0.5556163787841797,0.5164000988006592,7.80160665512085,0.8186747431755066,0.926513373851776,0.6795233488082886,100,9.369431,9.5091505,8,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.039,LOEUF=0.752; pLI=0.0,"Catalyzes the oxidative decarboxylation of glutaryl-CoA to crotonyl-CoA and CO(2) in the degradative pathway of L-lysine, L-hydroxylysine, and L-tryptophan metabolism.",Metabolism,Glutaryl-CoA dehydrogenase,ECHS1(0.971); EHHADH(0.967); HADHA(0.966); DLST(0.959); DLD(0.956),False
GCFC2,7.57647180557251,0.7800484895706177,0.9843897819519044,0.8799426555633545,7.627200126647949,0.8361773490905762,0.911559522151947,0.7884497046470642,7.020473957061768,0.4907741546630859,0.5089672803878784,0.5617036819458008,50,9.3398905,3.8971376,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,type 1 diabetes mellitus(0.236); psoriatic arthritis(0.21),not_common_essential; mean_geneEffect=-0.076,LOEUF=1.945; pLI=0.0,Involved in pre-mRNA splicing through regulating spliceosome C complex formation .,Metabolism of RNA,Intron Large complex component GCFC2-like,TFIP11(0.978); DHX15(0.973); SYF2(0.922); PPIL1(0.861); LRRFIP1(0.847),False
GCH1,5.394310474395752,0.3250643014907837,0.5410447120666504,0.6561346054077148,7.937930583953857,0.9425489902496338,0.9840328693389891,0.82884681224823,7.42707633972168,0.6449065208435059,0.7561379671096802,0.7221459150314331,53,9.285786,2.761411,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.083,LOEUF=0.9; pLI=0.3614,Positively regulates nitric oxide synthesis in umbilical vein endothelial cells (HUVECs).,Metabolism,GTP cyclohydrolase I,GCHFR(0.998); PTS(0.995); VTA1(0.957); ITPA(0.943); TH(0.935),False
GCLM,7.846428871154785,0.8591664433479309,0.6235175132751465,0.6541929244995117,6.68843936920166,0.6375738978385925,0.5504305362701416,0.558147132396698,7.949985980987549,0.9044687151908876,0.562436044216156,0.6774429082870483,100,9.653361,8.089029,6,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,non-autoimmune hemolytic anemia(0.37),not_common_essential; mean_geneEffect=-0.059,LOEUF=1.652; pLI=0.0014,"Glutamate-cysteine ligase, also known as gamma-glutamylcysteine synthetase, is the first rate limiting enzyme of glutathione synthesis. The enzyme consists of two subunits, a heavy catalytic subunit and a light regulatory subunit. Gamma glutamylcysteine synthetase deficiency has been implicated in s",Cellular responses to stimuli; Disease; Metabolism,Glutamate--cysteine ligase regulatory subunit,GCLC(0.999); GSS(0.989); NFE2L2(0.951); NQO1(0.949); GGT1(0.935),False
GCM1,7.165628910064697,0.7620890140533447,0.6131628751754761,0.623908281326294,7.870535850524902,0.8961911201477051,0.5948036313056946,0.6560544967651367,7.857104778289795,0.8020784854888916,0.8081851005554199,0.676822304725647,81,8.218631,5.962012,6,,,,,,,,,,,,
GCSAM,6.222866058349609,0.2631748914718628,0.8559035062789917,0.6579537391662598,7.987857818603516,0.9856318831443788,0.6361531019210815,0.7874944806098938,7.693056583404541,0.7025957703590393,0.5286351442337036,0.6035798192024231,90,10.04808,2.8237648,4,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,diffuse large B-cell lymphoma(0.077); Burkitt lymphoma(0.018); mantle cell lymphoma(0.014); marginal zone lymphoma(0.014),not_common_essential; mean_geneEffect=0.017,LOEUF=1.179; pLI=0.0773,Involved in the negative regulation of lymphocyte motility.,NOT_FOUND,Germinal centre-associated lymphoma protein,NISCH(0.668); LMO2(0.58); BCL6(0.576); TMEM14A(0.535); SYK(0.533),False
GDAP1,6.551490783691406,0.5430963039398193,0.7730287313461304,0.4711130261421203,6.109821319580078,0.493939459323883,0.597313404083252,0.5440677404403687,7.383771896362305,0.5722833871841431,0.611544132232666,0.6371806859970093,80,9.755923,8.861265,8,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.054,LOEUF=0.964; pLI=0.0002,Regulates the mitochondrial network by promoting mitochondrial fission.,Protein localization,Glutathione transferase family,MFN2(0.926); MFN1(0.889); FIS1(0.885); RNMT(0.88); PMP2(0.842),False
GDE1,7.827569484710693,0.7780601978302002,0.8213701248168945,0.7509703636169434,7.906404972076416,0.9195221066474916,0.7199952602386475,0.7553915977478027,7.328381538391113,0.6065732836723328,1.0544424057006836,0.7569325566291809,33,7.010285,4.5020547,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.136,LOEUF=1.577; pLI=0.0008,"Hydrolyzes the phosphodiester bond of glycerophosphodiesters such as glycerophosphoinositol (GroPIns) and glycerophosphoethanolamine (GroPEth), to yield a glycerol phosphate and an alcohol .",Metabolism,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",RGS16(0.929); ABHD4(0.87); NAPEPLD(0.854); RGS2(0.771); MGLL(0.699),False
GDF15,7.980226993560791,0.982686460018158,0.4774661064147949,0.6498092412948608,6.075479030609131,0.4300996661186218,0.7997026443481445,0.897674560546875,7.273903846740723,0.6193342208862305,0.8855574727058411,0.7139972448348999,86,5.369443,1.6388909,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=0.084,LOEUF=1.724; pLI=0.0002,"Hormone produced in response to various stresses to confer information about those stresses to the brain, and trigger an aversive response, characterized by nausea, vomiting, and/or loss of appetite .",NOT_FOUND,Transforming growth factor-beta-like,GFRAL(0.999); TGFBR2(0.96); RET(0.958); TSPAN4(0.885); HAMP(0.877),False
GDF7,5.284590244293213,0.1096429824829101,0.7757182121276855,0.8364516496658325,7.218770503997803,0.7219709753990173,0.6378377676010132,0.6813113689422607,6.823667526245117,0.3225102424621582,0.6650518774986267,0.757193922996521,54,10.16978,1.2348577,7,no_known_drug,NOT_FOUND,Tbio,antibody,NOT_FOUND,not_common_essential; mean_geneEffect=0.041,LOEUF=1.727; pLI=0.0,May play an active role in the motor area of the primate neocortex.,NOT_FOUND,Transforming growth factor-beta-like,BMPR1B(0.984); BMPR1A(0.977); CHRD(0.97); ACVR2A(0.969); BMPR2(0.966),False
GDI2,7.001094341278076,0.8705551624298096,0.718591034412384,0.5753907561302185,6.874598026275635,0.3712533712387085,1.0651923418045044,0.9227759838104248,7.358684062957764,0.548627495765686,0.754814863204956,0.7376199960708618,73,5.8087144,1.3497688,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,drug allergy(0.093),not_common_essential; mean_geneEffect=-0.095,LOEUF=0.775; pLI=0.4798,GDP-dissociation inhibitor preventing the GDP to GTP exchange of most Rab proteins.,Immune System; Vesicle-mediated transport,GDP dissociation inhibitor; Rab GDI protein,RAB1A(0.997); RAB1B(0.985); RAB8A(0.966); RAB5A(0.961); RAB10(0.958),False
GDPD5,6.842095375061035,0.8025448322296143,0.8289295434951782,0.6155889630317688,7.778756141662598,0.8567046523094177,0.7350846529006958,0.7795032262802124,7.668104648590088,0.7457451820373535,0.9055147767066956,0.7877797484397888,47,7.545195,4.722793,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,amyotrophic lateral sclerosis(0.092),not_common_essential; mean_geneEffect=-0.078,LOEUF=0.883; pLI=0.0,"Ecto-phospholipase that cleaves the phosphodiester bond in the glycosylphosphatidylinositol (GPI) anchor of various proteins, releasing them from the plasma membrane into the extracellular space .",Metabolism,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",PRDX1(0.859); ISL2(0.762); SRXN1(0.719); MNX1(0.717); GPD2(0.701),False
GEM,7.989225387573242,0.9764516353607178,0.4685971140861511,0.7100152969360352,7.589310646057129,0.6522289514541626,0.907737135887146,0.9867212772369384,7.7217302322387695,0.6876381635665894,0.4022905826568603,0.4785172641277313,88,10.729665,5.6464195,2,no_known_drug,NOT_FOUND,Tbio,antibody; small_molecule,myasthenia gravis(0.129),not_common_essential; mean_geneEffect=0.118,LOEUF=1.251; pLI=0.0,"Could be a regulatory protein, possibly participating in receptor-mediated signal transduction at the plasma membrane.",Gene expression (Transcription),"Ras-related small G protein, RGK family; RGK GTP-binding regulators; Small GTPase",KIF9(0.916); CACNB3(0.593); CACNB1(0.584); NPAS4(0.578); KIR2DL1(0.562),False
GFOD1,6.851524829864502,0.6827262043952942,1.1310670375823977,0.6955561637878418,7.593670845031738,0.7692797183990479,0.7769336104393005,0.6646593809127808,7.972735404968262,0.9630177021026612,0.6824012994766235,0.6598371267318726,100,8.237849,4.1637344,0,no_known_drug,NOT_FOUND,Tdark,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=0.116,LOEUF=0.63; pLI=0.6688,Probably catalytically inactive enzyme.,Signal Transduction,Gfo/Idh/MocA family oxidoreductases and glycosidases,NKIRAS2(0.784); GFOD2(0.784); RALGAPA2(0.727); KRTAP20-4(0.724); TGDS(0.724),False
GFOD2,7.447707176208496,0.6052792072296143,0.6890450716018677,0.7940763235092163,7.873373508453369,0.8317909836769104,0.8056883811950684,0.6774771213531494,7.448029041290283,0.6623244881629944,0.301262617111206,0.3641172647476196,100,11.176957,4.9505553,2,no_known_drug,NOT_FOUND,Tdark,PROTAC_degrader; antibody,androgenetic alopecia(0.12); psoriasis(0.01); systemic sclerosis(0.007),not_common_essential; mean_geneEffect=-0.079,LOEUF=0.613; pLI=0.7401,Promotes matrix assembly.,NOT_FOUND,Gfo/Idh/MocA family oxidoreductases and glycosidases,NKIRAS2(0.797); GFOD1(0.784); ENKD1(0.76); TGDS(0.739); RGN(0.699),False
GFPT2,7.110489368438721,0.7330711483955383,0.903287947177887,0.7130895853042603,7.685825347900391,0.7695881128311157,0.7322462797164917,0.613135039806366,7.889266490936279,0.8296241760253906,0.9132071137428284,0.7677006125450134,75,7.7955317,4.5095334,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,primary thrombocytopenia(0.282),not_common_essential; mean_geneEffect=-0.025,LOEUF=1.127; pLI=0.0,"Rate-limiting enzyme of the hexosamine biosynthetic pathway (HBP) that catalyzes the formation of glucosamine-6-phosphate from fructose-6-phosphate and glutamine, thereby controlling the flux of glucose into this pathway .",Metabolism of proteins,"Glucosamine-fructose-6-phosphate aminotransferase, isomerising",GNPNAT1(0.993); GPI(0.991); AMDHD2-2(0.98); GFPT1(0.973); GNPDA1(0.969),False
