perturbation,line,EN_global,argmin_depth,oracle_rstar,D_1,D_final,D_min,path_length,direct_displacement,indirectness,nonlin_correction,progression_dip,nonmonotonicity,recovery,effect_size,n_de,n_cells,prog_L0,prog_L1,prog_L2,prog_L3,prog_L4,prog_L5,prog_L6,prog_L7,prog_L8,late_cell_cycle,late_dna_damage,late_translation,late_stress,late_apoptosis,late_interferon,late_mitochondrial,slope_cell_cycle,slope_dna_damage,slope_translation,slope_stress,slope_apoptosis,slope_interferon,slope_mitochondrial
EDC4,k562,4.7008,5.0,5.0,0.88512,0.99458,0.87602,71.08994,13.92094,5.1067,1.02929,-0.075,3,1.075,1.551,21,151,-0.1835,-0.0293,0.0305,0.0304,0.0301,0.0282,0.0368,-0.075,1.0,0.04775,0.00603,0.04052,0.04726,0.00132,-0.05993,-0.00954,0.010325,0.001752,0.005654,0.005927,-0.001193,-0.013058,-0.000417
EEF1G,k562,4.5733,7.0,7.0,0.94841,0.8908,0.83777,89.69999,12.38429,7.243,0.92215,0.0779,1,0.9221,2.729,160,170,0.0696,0.0779,0.0972,0.0927,0.1064,0.1258,0.1282,0.1381,1.0,-0.03694,-0.08933,0.1235,0.00539,0.07117,-0.04981,0.02957,-0.005637,-0.014393,0.016968,0.000961,0.008526,-0.01049,0.005702
EIF2B1,k562,5.2404,5.0,4.0,0.85058,0.88449,0.74112,81.64522,12.78014,6.3884,0.81622,0.1467,2,0.8533,2.8874,193,162,0.1298,0.1838,0.1991,0.1991,0.2267,0.2289,0.2197,0.1467,1.0,-0.04798,-0.09338,0.07237,0.00887,0.00846,-0.09695,-0.03275,-0.006864,-0.015381,0.010988,0.000841,-0.000767,-0.018203,-0.003591
EIF2B2,k562,4.0742,4.0,4.0,0.66798,0.68291,0.53283,70.2991,13.07084,5.3783,0.65288,0.2772,3,0.7228,5.2027,416,307,0.1911,0.3471,0.3972,0.4288,0.4556,0.4503,0.4322,0.2772,1.0,-0.03564,-0.06614,-0.08347,0.08428,0.00772,-0.08139,-0.00977,-0.006116,-0.011774,-0.009473,0.01316,-0.000898,-0.014975,-0.003257
EIF2B3,k562,4.5387,4.0,4.0,0.72449,0.6834,0.58519,71.0239,13.66959,5.1958,0.69933,0.2877,3,0.7123,5.0969,438,96,0.1947,0.3007,0.3864,0.4272,0.4704,0.4657,0.4496,0.2877,1.0,-0.06155,-0.07011,-0.09041,0.09215,0.00666,-0.07798,0.00809,-0.010029,-0.012132,-0.01115,0.01483,-0.000651,-0.014448,-0.000661
EIF2B5,k562,4.5499,4.0,4.0,0.64968,0.72617,0.51626,71.18307,13.08757,5.439,0.64958,0.2972,3,0.7028,5.114,416,412,0.2413,0.3504,0.4031,0.4269,0.4422,0.4371,0.4231,0.2972,1.0,-0.00804,-0.0434,-0.11699,0.07389,0.00927,-0.07606,0.01418,-0.000582,-0.006698,-0.015406,0.01138,-0.000427,-0.014012,0.000927
EIF2S1,k562,4.5907,4.0,3.0,0.57879,0.65757,0.49456,78.72588,13.42184,5.8655,0.59936,0.333,4,0.667,8.2537,707,227,0.2829,0.4006,0.4948,0.501,0.4982,0.4971,0.4883,0.333,1.0,-0.04991,-0.03375,-0.17287,0.03165,0.00544,-0.06329,0.05901,-0.007053,-0.006665,-0.023273,0.008015,6.2e-05,-0.012299,0.006005
EIF2S3,k562,5.1448,4.0,4.0,0.61032,0.69149,0.53425,79.76556,13.60852,5.8614,0.57328,0.2962,2,0.7038,8.2549,782,51,0.2765,0.4267,0.4792,0.4911,0.5197,0.5245,0.5109,0.2962,1.0,-0.05558,-0.0913,-0.17121,0.06707,0.01338,-0.0804,0.02172,-0.009536,-0.014409,-0.026041,0.009692,0.00068,-0.015653,-2.4e-05
EIF3D,k562,4.8403,5.0,5.0,0.71982,0.73968,0.60995,70.06596,14.23073,4.9236,0.65581,0.3307,3,0.6693,5.9038,514,160,0.2535,0.3442,0.3855,0.3835,0.4342,0.4689,0.4579,0.3307,1.0,-0.03536,-0.1318,0.01778,0.03501,-0.06928,-0.09939,-0.03835,-0.006112,-0.021348,0.006101,0.002777,-0.012583,-0.017958,-0.006638
EIF3M,k562,5.2355,6.0,6.0,0.83752,0.82881,0.55632,86.82702,12.83275,6.7661,0.89627,0.1037,2,0.8963,4.3502,354,217,0.0316,0.1037,0.3532,0.3241,0.4073,0.4316,0.4555,0.2988,1.0,-0.07192,-0.08264,0.23893,-0.08126,-0.09351,-0.09301,0.04973,-0.012072,-0.014337,0.042478,-0.013221,-0.015845,-0.018324,0.005719
EIF4E,k562,5.2067,6.0,6.0,0.87654,0.87148,0.77196,77.8253,12.4873,6.2324,0.84103,0.0993,2,0.9007,3.8008,278,347,0.0921,0.159,0.2686,0.2555,0.272,0.282,0.3193,0.0993,1.0,0.00422,-0.09914,0.18228,-0.00587,-0.06137,-0.1684,-0.0911,0.000566,-0.014485,0.028152,-0.00247,-0.009238,-0.027138,-0.011959
EIF4G1,k562,5.8393,6.0,6.0,1.01809,0.95168,0.85824,83.16733,12.57838,6.6119,1.08485,-0.0848,3,1.0848,3.3002,215,327,0.0226,-0.0848,-0.0014,-0.0061,0.0118,0.0475,0.085,0.005,1.0,0.01799,-0.0919,0.22438,-0.06623,-0.057,-0.11541,-0.06708,0.003406,-0.01409,0.032453,-0.011012,-0.010798,-0.022112,-0.010269
EIF6,k562,6.2943,2.0,2.0,0.9002,0.87539,0.84561,68.09717,13.1044,5.1965,0.94287,0.0464,3,0.9536,3.5669,258,117,-0.0377,0.0571,0.103,0.0687,0.051,0.0464,0.0567,0.1582,1.0,-0.04257,-0.06599,0.21315,-0.00887,-0.04357,-0.07384,-0.00544,-0.006952,-0.010929,0.032469,-0.004399,-0.008506,-0.016028,-0.001661
ELAC2,k562,6.5262,8.0,8.0,1.09252,0.9709,0.9709,87.30105,12.02202,7.2618,1.03842,-0.1083,4,1.1083,2.1017,59,82,-0.0292,-0.0384,-0.1019,-0.1083,-0.0628,-0.0387,-0.0449,0.0061,1.0,-0.06653,-0.12345,0.47026,0.02881,-0.01296,-0.03717,-0.1594,-0.01061,-0.019797,0.069061,0.003687,-0.004081,-0.010958,-0.019061
ELL,k562,3.4139,5.0,3.0,0.88812,0.9567,0.78996,87.87547,12.2113,7.1962,0.68665,0.1276,1,0.8724,2.2211,103,80,0.1877,0.3134,0.3602,0.3709,0.3967,0.401,0.4114,0.1276,1.0,0.06722,-0.0516,0.12355,-0.09716,0.07162,-0.0742,-0.05206,0.011924,-0.006651,0.015338,-0.014617,0.011087,-0.012503,-0.005305
ELOVL1,k562,6.7835,6.0,6.0,1.02574,1.01234,0.94615,78.7333,11.92075,6.6047,1.06711,-0.1602,3,1.1602,1.3579,10,171,-0.2313,-0.0671,-0.1074,-0.1458,-0.1602,-0.1548,-0.151,-0.001,1.0,0.06211,0.01219,0.33259,0.08128,0.0288,-0.03952,-0.1081,0.009084,0.000383,0.04756,0.010091,0.002438,-0.010792,-0.015685
ELP5,k562,5.8356,5.0,5.0,0.98214,0.96205,0.92009,82.58084,12.90622,6.3985,1.18045,-0.1804,2,1.1804,1.7897,65,167,-0.0676,-0.1804,-0.1529,-0.1433,-0.0255,-0.0119,-0.0129,0.0427,1.0,0.00914,-0.08365,0.37663,0.08533,-0.0118,-0.06765,-0.03663,0.000416,-0.014472,0.05717,0.011858,-0.003967,-0.014894,-0.003606
ELP6,k562,5.1174,1.0,1.0,0.95314,1.00014,0.95314,79.00757,12.63604,6.2526,1.05847,-0.0712,3,1.0712,1.9766,68,69,-0.0071,-0.0585,-0.0712,-0.0689,-0.0383,-0.0385,-0.0317,-0.0268,1.0,0.01187,-0.09132,0.13432,0.02439,0.02065,-0.08357,0.06839,0.001306,-0.014969,0.020274,0.002744,0.001111,-0.017165,0.012823
EMC1,k562,6.5823,8.0,8.0,1.09662,0.98218,0.98218,66.91927,12.22081,5.4758,1.20346,-0.2337,4,1.2337,1.9387,60,81,-0.2812,-0.2035,-0.2126,-0.2215,-0.2221,-0.2337,-0.2266,-0.1186,1.0,-0.00724,-0.00057,0.17834,-0.04801,-0.01615,-0.06792,0.00075,-0.000438,-0.000762,0.026768,-0.008731,-0.004481,-0.014906,0.000154
ENO1,k562,4.7408,1.0,1.0,0.99982,1.00179,0.99982,80.99955,12.61653,6.4201,1.11648,-0.2065,5,1.2065,3.3208,134,67,-0.3251,-0.1165,-0.1492,-0.1533,-0.1416,-0.1446,-0.1694,-0.2065,1.0,-0.04252,0.0106,0.43491,0.09775,-0.00653,-0.03958,-0.00164,-0.004833,0.000663,0.063988,0.012852,-0.001441,-0.00954,1.9e-05
EP400,k562,5.1539,3.0,3.0,0.912,0.9212,0.87973,85.1424,12.83482,6.6337,0.8524,0.043,5,0.957,6.6308,567,78,0.1419,0.1476,0.1456,0.1552,0.1191,0.1036,0.1021,0.043,1.0,0.122,-0.04342,-0.06525,-0.02559,0.03239,-0.01497,-0.00874,0.018942,-0.005902,-0.012579,-0.005619,0.00373,-0.009509,-0.000463
EPRS,k562,4.813,4.0,4.0,0.84366,0.84869,0.77347,70.79057,12.56371,5.6345,0.67338,0.3046,3,0.6954,3.6276,268,75,0.2107,0.3266,0.3894,0.3958,0.4552,0.4542,0.4488,0.3046,1.0,-0.04941,-0.04956,-0.12369,0.01993,0.00086,-0.07039,-0.00236,-0.007682,-0.008336,-0.016556,0.003606,-0.001631,-0.01371,-0.000631
ERAL1,k562,4.5011,8.0,8.0,1.04357,0.98084,0.98084,78.26414,11.80354,6.6306,1.0939,-0.0939,2,1.0939,1.7755,35,107,-0.0698,-0.0939,-0.0937,-0.0778,-0.0652,-0.0424,-0.0225,-0.0714,1.0,0.11923,-0.00083,0.27814,0.03704,0.0251,-0.08327,-0.09299,0.016648,-0.002357,0.039244,0.005086,0.001817,-0.016517,-0.011035
ERCC2,k562,3.5523,4.0,3.0,0.95,0.91857,0.76409,101.66032,12.47674,8.148,0.88159,0.0211,3,0.9789,2.8368,172,116,0.053,0.1184,0.277,0.2824,0.2834,0.2827,0.2719,0.0211,1.0,0.09717,0.03925,0.33203,-0.04767,0.02323,-0.03085,0.03258,0.015408,0.006288,0.046947,-0.009589,0.002981,-0.008352,0.005453
EXOC1,k562,5.7143,7.0,7.0,1.01682,0.99285,0.9424,83.06998,12.59324,6.5964,1.07273,-0.0971,3,1.0971,1.3307,12,175,-0.0345,-0.0727,-0.0971,-0.0865,-0.029,0.0304,0.1191,0.0467,1.0,-0.10072,-0.15038,0.24257,-0.11508,-0.02741,-0.05986,-0.12581,-0.014015,-0.021447,0.034676,-0.016024,-0.00482,-0.013284,-0.017709
EXOC2,k562,6.1637,8.0,8.0,1.01408,1.00099,1.00099,75.61391,13.43738,5.6271,1.1339,-0.1731,3,1.1731,1.892,49,85,-0.2934,-0.1339,-0.1207,-0.1274,-0.1369,-0.1731,-0.1588,-0.1358,1.0,-0.05107,-0.13769,0.17449,-0.03821,-0.03897,-0.11474,-0.10175,-0.006269,-0.020028,0.024176,-0.005705,-0.006341,-0.022196,-0.013636
EXOSC1,k562,6.9314,2.0,2.0,1.03092,0.99013,0.97929,74.78168,12.93258,5.7824,1.05819,-0.068,4,1.068,2.0591,67,69,-0.1702,-0.0582,-0.0559,-0.0625,-0.0591,-0.0626,-0.0677,-0.068,1.0,0.08048,-0.01363,0.05855,0.03753,0.02008,-0.0741,-0.02055,0.015007,-0.001931,0.008689,0.00287,0.00118,-0.01632,-0.004171
EXOSC10,k562,6.4025,7.0,7.0,0.94365,0.98805,0.9156,74.82217,12.54662,5.9635,1.09953,-0.179,3,1.179,2.5757,131,77,-0.1488,-0.0995,-0.1342,-0.1596,-0.179,-0.179,-0.1344,-0.0286,1.0,-0.03784,-0.04954,-0.06282,-0.00921,-0.01788,-0.11013,-0.0633,-0.005154,-0.008544,-0.006372,-0.00214,-0.004131,-0.021087,-0.009398
EXOSC2,k562,4.8322,6.0,6.0,0.79421,0.7968,0.54086,92.8896,14.6419,6.3441,0.78628,0.1148,4,0.8852,6.0679,442,209,-0.0037,0.2137,0.4079,0.394,0.3933,0.3403,0.3435,0.1148,1.0,0.04587,-0.07746,0.16998,0.01125,0.0757,-0.06004,-0.00746,0.007956,-0.011881,0.019051,-0.001359,0.008399,-0.013067,-0.000859
EXOSC3,k562,4.6284,6.0,6.0,0.85221,0.82939,0.60492,91.39348,13.91087,6.5699,0.81131,0.0628,2,0.9372,6.3506,519,44,-0.0463,0.1887,0.3102,0.3129,0.3177,0.263,0.2756,0.0628,1.0,0.03068,-0.08019,0.21213,0.01135,0.0542,-0.07231,-0.00524,0.006157,-0.012288,0.026324,-1.7e-05,0.006617,-0.014635,-0.000113
EXOSC4,k562,5.0377,6.0,5.0,0.75144,0.78415,0.53216,94.59922,14.2378,6.6442,0.64046,0.2278,3,0.7722,5.8239,438,89,0.0947,0.3595,0.4606,0.4624,0.4702,0.4448,0.4351,0.2278,1.0,0.03482,-0.06458,0.25269,0.00282,0.04595,-0.07585,-0.00741,0.005112,-0.010544,0.032425,-0.002103,0.004176,-0.015844,-0.001356
EXOSC7,k562,4.2301,6.0,6.0,0.89926,0.86026,0.6572,89.067,14.02019,6.3528,0.8701,0.0953,3,0.9047,3.5008,198,84,-0.0288,0.1299,0.3031,0.2987,0.3008,0.2572,0.2728,0.0953,1.0,0.03458,-0.08344,0.15936,0.01181,0.05961,-0.07964,-0.01986,0.006201,-0.012302,0.019879,-9.5e-05,0.006886,-0.015808,-0.002162
EXOSC8,k562,5.1179,6.0,2.0,0.71861,0.78552,0.52719,93.94559,14.30331,6.5681,0.69545,0.1764,5,0.8236,5.2975,372,118,-0.0046,0.3046,0.4167,0.408,0.4033,0.3659,0.3621,0.1764,1.0,0.03326,-0.05807,0.21963,-0.01262,0.0594,-0.0667,-0.01067,0.004702,-0.009828,0.028459,-0.005056,0.006076,-0.014311,-0.001589
FAF2,k562,6.9849,6.0,3.0,0.95594,0.99121,0.93749,76.35999,10.11136,7.5519,1.11119,-0.1283,3,1.1283,1.4715,18,158,-0.1842,-0.1112,-0.1156,-0.117,-0.1283,-0.1244,-0.1034,-0.0614,1.0,0.11419,0.04561,0.27234,0.0855,0.05572,-0.00538,-0.07337,0.017155,0.005894,0.039796,0.010888,0.007002,-0.004633,-0.010575
FAM136A,k562,4.7638,4.0,2.0,0.83551,1.00599,0.79489,71.65127,12.52347,5.7214,1.17438,-0.1855,6,1.1855,6.3559,684,45,-0.1599,-0.1744,-0.1444,-0.1541,-0.1683,-0.1724,-0.1845,-0.1855,1.0,0.01449,-0.08246,0.15265,-0.0271,-0.0179,-0.07979,-0.06233,0.002393,-0.011893,0.023145,-0.005158,-0.003858,-0.015517,-0.007495
FAM207A,k562,6.7461,5.0,5.0,1.03781,0.9942,0.97005,72.78867,12.37792,5.8805,1.15019,-0.1509,2,1.1509,1.788,32,91,-0.134,-0.1502,-0.1509,-0.1463,-0.1429,-0.1383,-0.1301,-0.0795,1.0,0.09313,0.08975,0.26554,0.10068,0.03846,-0.04393,-0.01907,0.01352,0.011991,0.039303,0.012896,0.003589,-0.011392,-0.002778
FAM32A,k562,4.1392,4.0,4.0,0.72948,0.86392,0.5446,95.328,12.6833,7.516,0.80001,0.0422,3,0.9578,3.2801,266,332,-0.0151,0.2,0.3577,0.3731,0.3898,0.3871,0.3743,0.0422,1.0,0.02149,-0.05842,0.23734,-0.02911,0.02563,-0.03346,-0.04386,0.002571,-0.008897,0.033614,-0.005109,0.001508,-0.009435,-0.005921
FARSA,k562,4.7975,4.0,4.0,0.74944,0.8201,0.60807,71.74629,13.57319,5.2859,0.78771,0.1082,3,0.8918,4.2552,353,128,0.0172,0.2123,0.2543,0.2977,0.2983,0.2842,0.2628,0.1082,1.0,0.02801,-0.03926,-0.09084,0.13926,0.03048,-0.08679,-0.00879,0.004807,-0.006297,-0.012653,0.019476,0.002486,-0.016425,-0.001937
FARSB,k562,4.7763,4.0,4.0,0.82746,0.78073,0.69269,74.3605,13.34285,5.5731,0.83124,0.1548,3,0.8452,4.5831,380,91,0.074,0.1688,0.2785,0.3002,0.3094,0.3071,0.2871,0.1548,1.0,-0.05874,-0.07488,-0.01637,0.06705,0.0197,-0.06807,-0.01722,-0.008729,-0.012156,-0.00103,0.010963,0.001166,-0.013456,-0.002645
FASTKD5,k562,4.4534,6.0,5.0,0.92649,0.94286,0.80416,83.09971,12.08012,6.879,0.90988,0.0282,4,0.9718,2.7971,33,182,-0.0207,0.0901,0.042,0.0988,0.0958,0.0997,0.0797,0.0282,1.0,-0.00467,-0.07321,0.46964,0.09797,-0.00133,0.00716,-0.08367,-5e-05,-0.012179,0.067127,0.012577,-0.001547,-0.004317,-0.00957
FBL,k562,6.3264,2.0,2.0,0.75966,0.74898,0.73069,81.98993,13.34776,6.1426,0.8092,0.1314,5,0.8686,5.2902,473,128,0.0634,0.1908,0.2029,0.1913,0.1823,0.1722,0.1643,0.1314,1.0,0.04176,-0.02441,0.17213,-0.04238,-0.04408,-0.09568,-0.00941,0.007414,-0.002483,0.022082,-0.008478,-0.007375,-0.017102,-0.001896
FCF1,k562,5.2531,3.0,3.0,0.87789,0.84961,0.80638,79.69525,12.61559,6.3172,0.91322,0.0868,2,0.9132,4.1081,312,225,0.0538,0.0868,0.1081,0.1111,0.1124,0.1113,0.1208,0.1006,1.0,0.03608,-0.04503,0.11256,-0.03263,0.00519,-0.13701,-0.02391,0.006842,-0.006568,0.012624,-0.007474,-0.000739,-0.024155,-0.003925
FDXR,k562,6.7461,8.0,8.0,0.99907,0.99775,0.99775,82.6763,11.25102,7.3483,1.01896,-0.1261,5,1.1261,1.5355,24,133,-0.1103,-0.019,-0.0782,-0.1074,-0.1214,-0.114,-0.1209,-0.1261,1.0,0.09096,0.03584,0.41863,0.09361,0.06095,-0.03255,-0.10548,0.013764,0.005042,0.060046,0.011703,0.007817,-0.009057,-0.015027
FEN1,k562,6.5474,5.0,5.0,1.01345,0.9966,0.98552,96.44618,13.31923,7.2411,1.22705,-0.2271,1,1.2271,1.6509,24,130,-0.2912,-0.2271,-0.2033,-0.1894,-0.1631,-0.0448,-0.0284,-0.1039,1.0,0.02978,-0.11587,0.31278,0.27587,-0.01008,-0.07755,-0.14085,0.004768,-0.017375,0.047482,0.039173,-0.003282,-0.017569,-0.019236
FGFR1OP,k562,7.0074,7.0,7.0,1.02715,0.9841,0.97163,80.77168,12.08743,6.6823,1.19374,-0.1937,1,1.1937,1.7321,47,115,-0.1357,-0.1937,-0.1801,-0.1718,-0.1669,-0.1579,-0.1415,-0.0715,1.0,0.02055,-0.03439,0.42143,0.09415,-0.00923,-0.06626,-0.09951,0.002152,-0.005934,0.061403,0.013226,-0.002821,-0.013905,-0.013684
FNBP4,k562,6.876,2.0,2.0,0.98825,0.99079,0.94912,78.21657,12.58236,6.2164,0.97624,-0.0583,3,1.0583,1.8704,59,141,0.0129,0.0238,0.0342,0.0313,0.0359,0.0398,-0.0044,-0.0583,1.0,-0.09085,-0.17459,0.22456,-0.00602,-0.05052,-0.09357,-0.14125,-0.012036,-0.025798,0.030069,-0.000609,-0.007729,-0.01809,-0.01721
FNTA,k562,2.7135,1.0,1.0,0.79988,1.00269,0.79988,76.03558,12.62657,6.0219,0.89068,0.0415,2,0.9585,2.9818,198,69,0.077,0.1093,0.0415,0.0637,0.0972,0.1167,0.1528,0.0419,1.0,-0.02847,-0.06203,0.08143,-0.06698,0.00254,-0.07658,0.00924,-0.002864,-0.010184,0.012204,-0.010259,-0.001244,-0.016168,0.001764
FXN,k562,6.1645,7.0,7.0,0.93529,0.98721,0.89582,74.81812,13.03894,5.7381,1.18577,-0.1858,1,1.1858,1.4763,18,169,-0.2408,-0.1858,-0.1749,-0.1718,-0.1666,-0.17,-0.1555,-0.1232,1.0,0.01696,-0.09438,0.12034,0.02386,0.00989,-0.07886,-0.07063,0.003866,-0.014175,0.015474,0.003183,-0.000112,-0.016362,-0.009234
GAR1,k562,7.238,2.0,2.0,0.96545,0.96204,0.95501,75.17653,12.6895,5.9243,1.02833,-0.0577,3,1.0577,2.1016,76,121,-0.0312,-0.0283,-0.0545,-0.053,-0.0558,-0.0577,-0.0324,-0.0171,1.0,-0.01803,-0.06452,0.09286,0.00853,-0.01437,-0.05595,0.00072,-0.001437,-0.010416,0.012908,-0.001204,-0.003615,-0.013843,0.000657
GEMIN4,k562,5.0266,1.0,1.0,0.85791,0.94295,0.85791,104.08527,11.67598,8.9145,0.81748,0.1525,2,0.8475,2.5697,111,81,0.0572,0.1825,0.2038,0.2311,0.2537,0.2545,0.2484,0.1525,1.0,0.14005,-0.04943,0.45833,0.13855,0.08547,-0.03177,-0.0576,0.019336,-0.007217,0.067978,0.018584,0.011201,-0.008125,-0.006915
GEMIN5,k562,4.7147,4.0,4.0,0.75725,0.88062,0.65501,99.46608,12.53772,7.9333,0.81581,0.081,5,0.919,2.946,165,128,0.0026,0.1842,0.3683,0.3584,0.3471,0.3182,0.3099,0.081,1.0,0.11279,-0.05481,0.18653,0.06429,0.06444,-0.01692,-0.02923,0.016884,-0.008803,0.027396,0.007412,0.008159,-0.006239,-0.002316
GEMIN7,k562,4.8707,4.0,4.0,0.98166,0.99574,0.97388,98.92032,13.01258,7.6019,0.93468,-0.031,4,1.031,1.5364,25,127,-0.0914,0.0653,0.0675,0.0562,0.1094,0.1001,0.0913,-0.031,1.0,0.08775,-0.06006,0.48006,-0.05526,0.08187,-0.08054,-0.08212,0.012975,-0.009237,0.066371,-0.010442,0.01091,-0.01624,-0.010931
GEMIN8,k562,6.3052,8.0,8.0,1.0646,0.99911,0.99911,85.82008,9.72545,8.8243,1.06018,-0.0762,4,1.0762,1.7825,27,85,-0.1145,-0.0602,-0.0188,0.0063,-0.0034,-0.0036,-0.0259,-0.0762,1.0,0.01523,-0.15164,0.25633,-0.09429,0.00303,-0.09936,-0.15025,0.003364,-0.02109,0.033541,-0.016656,-0.000905,-0.018257,-0.021457
GFER,k562,4.5048,7.0,7.0,0.83714,0.98566,0.81673,76.02215,11.72353,6.4846,1.07037,-0.0797,3,1.0797,2.1732,92,198,-0.0509,-0.0704,-0.0797,-0.058,-0.0524,-0.0498,-0.061,-0.0146,1.0,-0.11597,-0.14178,0.14502,-0.06244,-0.04581,-0.06743,-0.06187,-0.01768,-0.02258,0.019304,-0.008308,-0.009182,-0.01538,-0.006309
GFM1,k562,3.3962,2.0,2.0,0.89479,0.9024,0.85588,75.92479,12.16346,6.242,0.96698,-0.0092,4,1.0092,2.048,84,230,-0.0895,0.033,0.0853,0.0725,0.0927,0.0926,0.0563,-0.0092,1.0,-0.01986,-0.05532,0.28015,0.04183,0.05835,-0.06253,-0.04618,-0.005377,-0.009581,0.042098,0.005632,0.007017,-0.013233,-0.005183
GINS1,k562,3.1858,5.0,2.0,0.82621,0.84397,0.67176,75.49248,13.31324,5.6705,0.93403,0.0374,3,0.9626,4.7688,413,181,0.0727,0.066,0.2853,0.2888,0.2908,0.2919,0.2848,0.0374,1.0,0.03919,-0.0043,0.03115,0.03437,0.05331,-0.04963,0.05319,0.008273,-0.000629,0.004956,0.003975,0.00685,-0.01115,0.008876
GINS2,k562,4.2591,6.0,2.0,0.88792,0.87364,0.70756,76.46878,12.45238,6.1409,0.91528,0.0847,3,0.9153,3.7341,312,130,0.1557,0.0847,0.3276,0.3261,0.3357,0.3385,0.3413,0.1577,1.0,0.00201,-0.02435,0.01162,0.02957,0.04427,-0.03257,0.01956,0.001859,-0.0047,0.002172,0.003214,0.005326,-0.008394,0.003357
GINS3,k562,5.2258,2.0,2.0,0.92752,0.88898,0.86575,75.38277,14.03536,5.3709,0.97259,-0.0179,5,1.0179,2.8179,190,98,0.023,0.0274,0.143,0.1377,0.1366,0.1286,0.1248,-0.0179,1.0,-0.04909,-0.05296,-0.03835,0.03815,0.00389,-0.11056,-0.03363,-0.005485,-0.007273,-0.006277,0.003082,-0.000645,-0.019849,-0.004132
GINS4,k562,3.3677,2.0,2.0,0.88288,0.84195,0.76017,73.67096,13.0159,5.6601,0.9917,0.0071,2,0.9929,3.9297,382,58,0.0493,0.0083,0.2072,0.2112,0.2157,0.2178,0.2184,0.0071,1.0,0.01751,0.00334,-0.01635,0.03375,0.04854,-0.03421,0.03118,0.004273,0.000586,-0.002142,0.003811,0.005977,-0.008426,0.005572
GLE1,k562,6.0665,6.0,6.0,0.95264,0.9417,0.85777,90.11102,12.06312,7.47,0.9968,-0.0231,3,1.0231,3.5108,317,54,-0.0549,0.0032,-0.0231,-0.0087,0.0162,0.0135,0.1616,0.0214,1.0,-0.18961,-0.17819,0.08972,-0.04223,-0.03073,-0.09071,-0.1329,-0.023933,-0.024087,0.011315,-0.008279,-0.005787,-0.018273,-0.017034
GLRX3,k562,6.2236,6.0,6.0,0.99199,1.00263,0.95537,71.98273,11.9206,6.0385,1.1281,-0.1286,2,1.1286,1.9114,33,110,-0.0396,-0.1281,-0.1286,-0.12,-0.1092,-0.1035,-0.0865,0.0071,1.0,0.09081,0.01906,0.15629,0.07881,0.05197,-0.04492,-0.07595,0.013055,0.001807,0.021988,0.010143,0.005618,-0.011037,-0.011182
GLRX5,k562,5.9251,1.0,1.0,0.98183,0.9936,0.98183,85.94104,13.02616,6.5976,1.05075,-0.0996,3,1.0996,1.8026,47,95,-0.1083,-0.0507,-0.0805,-0.0859,-0.0996,-0.0859,-0.0775,0.0344,1.0,0.08062,0.079,0.56635,0.18332,0.00933,-0.02123,-0.0156,0.011205,0.009148,0.080592,0.024921,-0.000599,-0.008962,-0.002146
GMPPB,k562,6.2898,6.0,5.0,0.98049,0.98954,0.72135,97.52013,12.80676,7.6147,0.92539,-0.0255,4,1.0255,1.8026,23,162,-0.0632,0.0746,-0.0102,-0.0255,0.0185,0.0439,0.0246,0.0061,1.0,-0.01967,-0.12512,0.42794,0.33415,-0.0316,-0.0851,-0.09425,-0.003668,-0.018856,0.062891,0.048478,-0.007243,-0.01802,-0.013045
GMPS,k562,5.5551,7.0,7.0,0.92899,0.97341,0.83892,71.27489,12.66459,5.6279,1.06732,-0.1045,5,1.1045,2.2107,107,110,-0.0644,-0.0673,-0.0578,-0.065,-0.0702,-0.0842,-0.1045,-0.029,1.0,0.02571,-0.02448,0.0479,0.02883,-0.01291,-0.02196,0.03599,0.004426,-0.004669,0.004856,0.00264,-0.003377,-0.007881,0.005271
GNB1L,k562,6.5173,6.0,5.0,1.02211,0.99561,0.98562,75.93588,12.56428,6.0438,1.21977,-0.2428,3,1.2428,2.0175,73,72,-0.3055,-0.2198,-0.2142,-0.2208,-0.2339,-0.2311,-0.2428,-0.1281,1.0,-0.08677,-0.14024,0.20562,-0.00356,-0.03316,-0.10417,-0.11132,-0.012281,-0.021878,0.028689,-0.000721,-0.006085,-0.020791,-0.015621
GNL2,k562,4.5301,2.0,2.0,0.70265,0.77223,0.66332,72.80473,12.26914,5.934,0.72032,0.2255,6,0.7745,3.8914,299,324,0.0984,0.2797,0.2793,0.2654,0.25,0.2378,0.2338,0.2255,1.0,0.02273,-0.0106,0.20953,-0.00189,-0.0188,-0.04895,0.02199,0.004503,-0.001268,0.028319,-0.003044,-0.004105,-0.010675,0.003181
GNL3L,k562,6.4608,7.0,7.0,0.91773,0.92409,0.81244,63.83321,12.14996,5.2538,0.8245,0.1613,4,0.8387,3.0769,236,66,0.0793,0.1755,0.254,0.249,0.2431,0.2396,0.2473,0.1613,1.0,-0.04165,-0.06544,0.21118,-0.00416,-0.01403,-0.10844,-0.04967,-0.005663,-0.010427,0.031432,-0.002264,-0.003573,-0.020792,-0.007287
